responseId,start_time,end_time,claim,prestance,condition,see_t,see_f,see_m,see_e,share_t,share_f,share_m,share_e,poststance,yearborn,gender
10593,07/31/2018 03:14:40 PM,07/31/2018 03:18:46 PM,5,-2,4,1,1,-2,1,-2,-2,-2,-2,-2,1,2
10594,07/31/2018 03:17:33 PM,07/31/2018 03:18:45 PM,3,1,1,1,1,-2,-2,-2,-2,-2,-2,1,9,2
10595,07/31/2018 03:22:45 AM,07/31/2018 03:25:10 AM,2,-1,2,1,1,-1,-1,-1,-1,-1,-1,0,1,1
10596,07/31/2018 03:34:27 AM,07/31/2018 03:37:26 AM,10,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
10597,07/31/2018 03:39:25 PM,07/31/2018 03:40:47 PM,9,-1,2,-1,-1,-1,-1,-2,-2,-2,-2,-1,9,2
10598,07/31/2018 03:39:29 AM,07/31/2018 03:41:19 AM,4,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
10599,07/31/2018 03:40:56 AM,07/31/2018 03:42:20 AM,6,-1,3,-1,-1,1,-2,-2,-2,-1,-2,-1,13,2
10600,07/31/2018 03:41:55 AM,07/31/2018 03:47:31 AM,6,1,2,1,1,1,-1,1,1,1,-1,1,8,2
10601,07/31/2018 03:44:25 AM,07/31/2018 03:45:07 AM,8,1,2,1,1,-1,-1,1,1,-1,-1,1,7,2
10602,07/31/2018 03:47:33 AM,07/31/2018 03:48:52 AM,9,-2,2,-1,-1,-1,-1,-2,-2,-2,-2,-2,18,2
10603,07/31/2018 03:48:21 AM,07/31/2018 03:49:43 AM,5,-1,2,1,1,-1,-1,-1,-2,-1,-2,-1,5,1
10604,07/31/2018 03:52:30 AM,07/31/2018 03:53:28 AM,2,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,8,1
10605,07/31/2018 03:53:02 AM,07/31/2018 03:53:42 AM,5,-1,1,1,1,1,1,1,1,1,1,0,9,1
10606,07/31/2018 04:04:57 AM,07/31/2018 04:06:18 AM,5,-1,1,1,1,1,1,1,1,1,1,1,16,1
10607,07/31/2018 04:12:05 AM,07/31/2018 04:13:32 AM,4,-2,4,1,1,-2,-2,-2,-2,-2,-2,-2,1,2
10608,07/31/2018 04:13:49 AM,07/31/2018 04:15:16 AM,10,2,2,2,2,1,-1,-2,-2,-2,-2,2,14,2
10609,07/31/2018 04:24:51 AM,07/31/2018 04:26:25 AM,6,-1,4,-1,-1,-1,-1,-2,-2,-2,-2,-1,16,1
10610,07/31/2018 04:27:44 AM,07/31/2018 04:28:55 AM,1,0,2,1,1,1,-1,-1,-2,-2,-2,1,14,1
10611,07/31/2018 04:29:32 AM,07/31/2018 04:31:21 AM,5,-2,6,-1,-1,-1,-1,-2,-2,-2,-2,-2,2,1
10612,07/31/2018 04:31:46 AM,07/31/2018 04:32:49 AM,5,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,9,2
10613,07/31/2018 04:38:27 AM,07/31/2018 04:40:58 AM,9,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
10614,07/31/2018 04:39:39 AM,07/31/2018 04:41:57 AM,5,1,6,1,1,-1,-2,-1,-1,-1,-1,1,10,2
10615,07/31/2018 04:48:25 PM,07/31/2018 04:50:12 PM,6,1,4,1,-1,2,2,1,-1,1,2,0,1,1
10616,07/31/2018 04:50:27 AM,07/31/2018 04:51:06 AM,3,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,14,1
10617,07/31/2018 04:56:14 AM,07/31/2018 05:04:19 AM,6,-2,2,1,1,-2,1,2,-2,-2,-2,2,18,2
10618,07/31/2018 05:06:31 AM,07/31/2018 05:08:27 AM,4,0,3,-1,-1,-1,-1,-2,-2,-2,-2,0,5,1
10619,07/31/2018 05:09:28 PM,07/31/2018 05:10:32 PM,3,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
10620,07/31/2018 05:11:54 AM,07/31/2018 05:14:53 AM,9,1,2,1,1,1,-1,-1,-1,-1,-1,1,1,1
10621,07/31/2018 05:15:36 AM,07/31/2018 05:16:27 AM,5,1,2,1,2,2,1,1,2,1,1,0,9,2
10622,07/31/2018 05:23:39 PM,07/31/2018 05:25:55 PM,9,-2,4,-1,-1,-2,-2,-1,-1,-2,-2,-2,7,1
10623,07/31/2018 05:24:50 PM,07/31/2018 05:25:46 PM,3,-2,6,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,2
10624,07/31/2018 05:29:06 PM,07/31/2018 05:31:45 PM,6,-1,4,1,1,1,-1,-1,-1,1,-1,-1,10,2
10625,07/31/2018 05:31:46 PM,07/31/2018 05:34:57 PM,4,0,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2
10626,07/31/2018 05:32:37 AM,07/31/2018 05:34:27 AM,7,0,2,1,1,-2,-2,-1,-1,-1,-1,0,10,1
10627,07/31/2018 05:33:19 AM,07/31/2018 05:34:51 AM,1,1,5,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1
10628,07/31/2018 05:39:31 AM,07/31/2018 05:40:35 AM,10,2,2,1,1,1,1,1,1,1,1,2,12,1
10629,07/31/2018 05:46:36 AM,07/31/2018 05:47:46 AM,9,-1,6,2,2,2,2,-1,-1,1,1,-1,1,2
10630,07/31/2018 05:53:06 AM,07/31/2018 05:54:21 AM,9,0,3,2,2,2,2,-1,-1,-1,-2,0,2,1
10631,07/31/2018 05:56:00 PM,07/31/2018 05:57:14 PM,8,-1,5,1,1,-1,-2,-2,-2,-2,-2,-1,18,2
10632,07/31/2018 06:22:59 PM,07/31/2018 06:24:34 PM,1,-2,4,1,-1,-2,-1,-1,-1,-1,-1,-2,1,2
10633,07/31/2018 06:24:19 AM,07/31/2018 06:26:30 AM,5,-1,2,1,1,1,1,-1,-1,-1,-2,1,3,1
10634,07/31/2018 06:26:52 AM,07/31/2018 06:28:16 AM,7,-2,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,15,2
10635,07/31/2018 06:42:54 AM,07/31/2018 06:44:22 AM,9,0,5,2,2,-1,-2,-1,-1,-1,-1,0,1,1
10636,07/31/2018 06:43:03 AM,07/31/2018 06:44:08 AM,2,-1,5,-1,-1,-1,-2,-2,-2,-2,-2,-1,15,2
10637,07/31/2018 06:48:42 PM,07/31/2018 06:51:17 PM,1,2,2,1,2,1,1,1,1,1,-1,0,9,2
10638,07/31/2018 07:14:28 PM,07/31/2018 07:18:05 PM,8,1,6,1,1,1,1,1,1,1,1,1,6,1
10639,07/31/2018 07:21:57 PM,07/31/2018 07:24:25 PM,5,-1,3,1,1,1,1,-1,-1,-1,-1,-1,13,2
10640,07/31/2018 07:27:35 AM,07/31/2018 07:28:36 AM,10,1,1,1,1,-1,-1,-2,-2,-2,-2,1,1,1
10641,07/31/2018 08:04:46 PM,07/31/2018 08:06:52 PM,5,-2,4,-1,-1,-2,-2,-2,-2,-2,-2,-2,17,1
10642,07/31/2018 08:07:36 AM,07/31/2018 08:09:14 AM,10,1,5,-1,-1,-1,-1,-2,-2,-2,-2,-1,1,1
10643,07/31/2018 08:11:02 PM,07/31/2018 08:12:01 PM,10,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,14,1
10644,07/31/2018 08:13:36 PM,07/31/2018 08:16:18 PM,10,1,1,-1,-2,-1,-1,-2,-2,-2,-2,1,1,2
10645,07/31/2018 08:17:24 PM,07/31/2018 08:19:35 PM,8,-2,2,-1,-1,1,1,-2,-2,-2,-2,-1,6,2
10646,07/31/2018 08:30:54 PM,07/31/2018 08:32:42 PM,7,-2,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,1,1
10647,07/31/2018 08:37:25 AM,07/31/2018 08:38:20 AM,5,-1,1,-1,-1,-2,-2,-2,-2,-2,-2,-1,12,2
10648,07/31/2018 08:44:07 PM,07/31/2018 08:46:06 PM,3,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
10649,07/31/2018 08:53:21 AM,07/31/2018 08:54:31 AM,6,1,1,1,-2,-2,-2,1,1,-1,-1,1,20,2
10650,07/31/2018 08:57:00 AM,07/31/2018 08:58:48 AM,3,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
10651,07/31/2018 09:10:55 AM,07/31/2018 09:11:59 AM,2,-1,2,1,1,1,1,-1,-1,1,1,0,13,1
10652,07/31/2018 09:18:06 AM,07/31/2018 09:19:22 AM,7,-2,2,2,2,2,2,2,2,2,2,1,9,1
10653,07/31/2018 09:34:44 AM,07/31/2018 09:36:31 AM,10,1,6,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1
10654,07/31/2018 09:35:23 AM,07/31/2018 09:36:32 AM,7,0,1,-2,-2,-2,-2,-2,-2,-2,-2,0,1,1
10655,07/31/2018 09:36:48 AM,07/31/2018 09:38:58 AM,8,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
10656,07/31/2018 09:46:36 AM,07/31/2018 09:47:59 AM,1,-1,5,-1,1,-2,-2,-2,-2,-2,-2,-1,11,1
10657,07/31/2018 09:46:49 AM,07/31/2018 09:47:55 AM,8,0,6,-2,-2,-2,-2,-2,-2,-2,-2,0,1,2
10658,07/31/2018 09:46:50 PM,07/31/2018 09:48:35 PM,10,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
10659,07/31/2018 09:55:16 AM,07/31/2018 09:57:49 AM,4,-1,4,-2,-2,-2,-1,-1,-1,-1,-1,-1,1,2
10660,07/31/2018 09:55:54 PM,07/31/2018 09:58:24 PM,6,0,6,1,1,-2,-2,1,1,-2,-2,0,3,2
10661,07/31/2018 09:57:13 PM,07/31/2018 09:58:33 PM,10,1,2,1,1,-1,-2,-2,-2,-2,-2,1,6,1
10662,07/31/2018 10:02:36 AM,07/31/2018 10:04:19 AM,4,-1,3,-2,-2,-2,-2,-2,-2,-2,-2,-1,10,1
10663,07/31/2018 10:07:00 PM,07/31/2018 10:12:09 PM,10,1,2,-1,-1,-1,1,-1,-1,-1,1,1,1,1
10664,07/31/2018 10:20:29 AM,07/31/2018 10:22:16 AM,8,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
10665,07/31/2018 10:21:22 AM,07/31/2018 10:22:48 AM,4,0,4,1,1,-1,-1,-2,-2,-2,-2,0,13,1
10666,07/31/2018 10:28:28 AM,07/31/2018 10:29:17 AM,3,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,8,1
10667,07/31/2018 10:31:35 AM,07/31/2018 10:33:43 AM,8,1,5,2,2,2,2,2,2,2,2,2,10,2
10668,07/31/2018 10:34:16 PM,07/31/2018 10:36:00 PM,1,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1
10669,07/31/2018 10:37:27 AM,07/31/2018 10:38:26 AM,10,-1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,9,1
10670,07/31/2018 10:37:54 PM,07/31/2018 10:38:35 PM,9,0,6,-1,1,-2,1,-2,1,2,1,2,8,1
10671,07/31/2018 10:38:19 AM,07/31/2018 10:39:52 AM,6,-2,2,-2,-2,-2,-2,-1,-1,-1,-1,-2,12,1
10672,07/31/2018 10:44:49 AM,07/31/2018 10:46:33 AM,1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,17,1
10673,07/31/2018 10:55:48 PM,07/31/2018 10:58:21 PM,10,0,3,-1,-1,-2,-2,-2,-2,-2,-2,-2,9,2
10674,07/31/2018 10:59:22 PM,07/31/2018 11:01:40 PM,8,-2,2,1,-1,1,1,1,-1,1,1,0,9,1
10675,07/31/2018 11:03:48 AM,07/31/2018 11:05:21 AM,1,0,3,1,1,-1,-1,-1,-2,-1,-2,-1,5,3
10676,07/31/2018 11:04:09 PM,07/31/2018 11:06:29 PM,8,0,3,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1
10677,07/31/2018 11:04:33 PM,07/31/2018 11:06:12 PM,10,-2,1,-2,-2,-2,-1,-2,-2,-2,-2,-2,8,2
10678,07/31/2018 11:19:42 PM,07/31/2018 11:22:57 PM,6,0,6,-1,-1,-1,-2,-2,-2,-2,-2,0,20,1
10679,07/31/2018 11:22:51 AM,07/31/2018 11:25:08 AM,1,1,4,-1,-1,-1,-1,-2,-2,-2,-2,1,1,2
10680,07/31/2018 11:29:15 PM,07/31/2018 11:31:10 PM,3,-1,2,1,1,1,1,-1,-1,-1,-1,-1,1,1
10681,07/31/2018 11:30:24 AM,07/31/2018 11:31:55 AM,4,-2,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,8,2
10682,07/31/2018 11:37:54 PM,07/31/2018 11:39:05 PM,10,1,4,-1,1,-1,1,1,1,-1,1,0,9,2
10683,07/31/2018 11:38:32 PM,07/31/2018 11:39:26 PM,6,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-1,13,1
10684,07/31/2018 11:41:27 PM,07/31/2018 11:42:32 PM,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
10685,07/31/2018 11:42:22 AM,07/31/2018 11:43:29 AM,10,-1,5,1,1,-2,-2,-1,-1,-1,-1,-1,1,2
10686,07/31/2018 11:46:20 AM,07/31/2018 11:47:11 AM,2,1,4,1,1,1,1,-1,-1,-1,-1,1,14,2
10687,07/31/2018 11:46:42 AM,07/31/2018 11:47:51 AM,10,-2,6,1,-1,-1,-2,-2,-2,-2,-2,-2,9,1
10688,07/31/2018 11:51:36 AM,07/31/2018 11:53:18 AM,6,-1,3,2,2,2,2,-2,-2,-2,-2,1,10,2
10689,07/31/2018 12:00:45 PM,07/31/2018 12:02:05 PM,7,-2,2,-1,-1,-1,-1,-1,-1,-1,-1,-2,7,1
10690,07/31/2018 12:01:46 AM,07/31/2018 12:03:10 AM,4,-2,4,-1,-2,-1,-1,-2,-2,-2,-2,-2,14,1
10691,07/31/2018 12:05:17 PM,07/31/2018 12:06:33 PM,3,-2,4,-1,-1,-1,-1,-1,-1,-1,-1,0,11,1
10692,07/31/2018 12:05:30 AM,07/31/2018 12:07:47 AM,3,-2,4,1,-1,-1,-1,-1,-1,-1,-1,-2,5,2
10693,07/31/2018 12:10:33 PM,07/31/2018 12:11:36 PM,6,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,15,2
10694,07/31/2018 12:15:55 PM,07/31/2018 12:17:47 PM,8,0,2,2,2,2,2,-2,-2,-2,-2,0,4,1
10695,07/31/2018 12:19:26 AM,07/31/2018 12:22:01 AM,2,2,3,1,1,2,-1,1,1,2,-1,0,16,1
10696,07/31/2018 12:20:09 AM,07/31/2018 12:21:14 AM,5,-1,1,2,2,1,1,1,1,1,1,0,19,1
10697,07/31/2018 12:22:14 AM,07/31/2018 12:23:39 AM,3,-2,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,12,1
10698,07/31/2018 12:28:53 PM,07/31/2018 12:30:03 PM,9,-2,6,1,1,-1,-1,-2,-2,-2,-2,-2,11,2
10699,07/31/2018 12:29:03 AM,07/31/2018 12:33:58 AM,4,-2,3,1,1,1,1,1,1,1,1,-2,13,2
10700,07/31/2018 12:29:13 AM,07/31/2018 12:31:54 AM,8,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,20,1
10701,07/31/2018 12:33:08 AM,07/31/2018 12:34:37 AM,1,1,4,-2,-1,-1,-1,-1,-1,-1,-1,-1,1,1
10702,07/31/2018 12:35:47 PM,07/31/2018 12:37:41 PM,3,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,3,1
10703,07/31/2018 12:43:14 AM,07/31/2018 12:45:08 AM,2,-2,3,2,2,-1,1,1,1,-1,1,-2,13,2
10704,07/31/2018 12:52:55 PM,07/31/2018 12:54:45 PM,5,1,1,-1,-1,-1,-1,-2,-2,-2,-2,1,1,1
10705,07/31/2018 12:55:50 AM,07/31/2018 12:58:29 AM,3,-1,5,-2,-2,-1,-1,-2,-2,-2,-2,-1,1,1
10706,07/31/2018 12:56:06 AM,07/31/2018 12:57:19 AM,2,-1,5,-1,-1,-1,-1,-2,-2,-2,-2,-1,11,1
10707,07/31/2018 12:57:16 AM,07/31/2018 01:01:52 AM,4,1,4,1,2,1,1,1,2,2,2,1,10,1
10708,08/01/2018 01:00:05 PM,08/01/2018 01:02:01 PM,1,1,6,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1
10709,08/01/2018 01:00:18 AM,08/01/2018 01:02:04 AM,9,0,4,2,2,2,2,1,1,1,1,0,1,1
10710,08/01/2018 01:02:22 AM,08/01/2018 01:03:49 AM,2,-2,3,-1,-1,-1,-2,-2,-2,-2,-2,-2,15,2
10711,08/01/2018 01:02:47 PM,08/01/2018 01:04:17 PM,9,-2,6,-1,1,-1,1,-2,-2,1,1,-2,5,2
10712,08/01/2018 01:05:48 AM,08/01/2018 01:07:16 AM,6,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
10713,08/01/2018 01:09:48 PM,08/01/2018 01:12:29 PM,5,-2,5,1,1,1,1,-1,-1,-1,-1,0,15,1
10714,08/01/2018 01:10:23 PM,08/01/2018 01:13:50 PM,10,1,4,1,1,1,1,-1,-1,-1,-1,1,20,2
10715,08/01/2018 01:11:23 PM,08/01/2018 01:13:36 PM,10,1,6,1,1,-1,-2,-1,-1,-2,-2,1,1,1
10716,08/01/2018 01:13:31 AM,08/01/2018 01:15:40 AM,1,-1,5,1,1,1,-1,-1,-1,1,-2,0,18,2
10717,08/01/2018 01:16:11 PM,08/01/2018 01:19:47 PM,8,0,2,1,1,1,1,1,1,-1,-1,0,9,2
10718,08/01/2018 01:23:05 AM,08/01/2018 01:24:17 AM,5,-2,5,1,1,1,1,-2,-2,-2,-2,-2,15,2
10719,08/01/2018 01:23:33 PM,08/01/2018 01:24:39 PM,3,1,4,1,1,1,1,2,1,2,1,1,11,2
10720,08/01/2018 01:32:39 PM,08/01/2018 01:34:36 PM,8,1,6,1,1,-2,-2,1,1,-2,-2,1,1,1
10721,08/01/2018 01:32:54 PM,08/01/2018 01:36:03 PM,8,-1,2,2,2,-2,-1,-2,-1,-2,-2,-1,16,2
10722,08/01/2018 01:38:20 AM,08/01/2018 01:40:44 AM,3,-2,4,1,1,-2,-2,-2,-2,-2,-2,-2,1,1
10723,08/01/2018 01:53:08 PM,08/01/2018 01:55:37 PM,10,1,4,-1,-2,-1,-1,-1,-1,-1,-1,1,1,1
10724,08/01/2018 01:53:27 AM,08/01/2018 01:55:46 AM,5,-2,4,-1,-1,-1,-1,-2,-2,-2,-2,-2,1,2
10725,08/01/2018 02:01:20 PM,08/01/2018 02:03:14 PM,6,-1,2,1,1,-1,-1,-1,-1,-2,-2,1,4,1
10726,08/01/2018 02:09:29 AM,08/01/2018 02:12:23 AM,8,-1,6,1,1,-2,-2,1,1,-1,-1,-1,19,2
10727,08/01/2018 02:23:03 AM,08/01/2018 02:24:38 AM,5,-1,2,1,1,-1,-2,-1,-1,-1,-1,-1,9,1
10728,08/01/2018 02:25:14 PM,08/01/2018 02:25:59 PM,4,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,17,1
10729,08/01/2018 02:31:28 AM,08/01/2018 02:32:44 AM,1,-2,5,-1,-1,-2,-2,-2,-2,-2,-2,-2,7,2
10730,08/01/2018 02:40:48 AM,08/01/2018 02:42:25 AM,10,2,2,2,2,2,2,1,1,1,1,2,1,1
10731,08/01/2018 02:44:15 AM,08/01/2018 02:47:48 AM,5,-1,1,1,1,1,-2,-2,-2,-2,-2,-1,1,1
10732,08/01/2018 02:44:27 AM,08/01/2018 02:46:49 AM,3,-1,5,1,2,1,2,1,1,-1,-1,-1,1,1
10733,08/01/2018 02:45:08 AM,08/01/2018 02:46:26 AM,3,-2,6,-1,-1,-1,-1,-2,-2,-2,-2,-2,1,1
10734,08/01/2018 02:47:59 PM,08/01/2018 02:49:18 PM,2,-1,4,1,1,1,1,-2,-2,-2,-2,-1,11,2
10735,08/01/2018 02:52:50 AM,08/01/2018 02:54:04 AM,2,1,4,1,-1,-1,1,1,-1,1,1,0,9,2
10736,08/01/2018 02:53:26 PM,08/01/2018 02:55:17 PM,6,0,5,1,1,-1,-1,-1,-1,-2,-2,0,18,1
10737,08/01/2018 02:53:46 AM,08/01/2018 02:55:33 AM,2,-2,2,2,2,2,2,-1,-1,-1,-1,-2,1,1
10738,08/01/2018 02:58:37 AM,08/01/2018 03:00:06 AM,4,1,4,1,1,-1,-1,-1,-1,-1,-1,1,5,2
10739,08/01/2018 03:02:19 PM,08/01/2018 03:06:04 PM,4,-2,2,-1,-1,-1,-1,-1,-1,-1,-1,-2,10,2
10740,08/01/2018 03:04:37 PM,08/01/2018 03:05:43 PM,1,1,2,1,1,1,-1,-1,-1,-1,-1,1,17,2
10741,08/01/2018 03:07:06 PM,08/01/2018 03:08:46 PM,10,-1,6,1,1,-1,-2,-1,-1,-1,-1,-1,16,1
10742,08/01/2018 03:08:08 AM,08/01/2018 03:09:36 AM,6,2,5,-2,-1,-2,-2,-2,-1,-1,-2,2,1,1
10743,08/01/2018 03:08:11 AM,08/01/2018 03:09:57 AM,5,-1,5,1,1,1,1,1,1,1,1,0,1,1
10744,08/01/2018 03:20:12 PM,08/01/2018 03:23:59 PM,3,1,1,-1,1,1,1,-1,1,1,1,1,10,2
10745,08/01/2018 03:22:26 AM,08/01/2018 03:24:35 AM,4,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,10,1
10746,08/01/2018 03:24:03 PM,08/01/2018 03:25:23 PM,6,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-1,12,1
10747,08/01/2018 03:26:21 PM,08/01/2018 03:28:02 PM,4,0,1,1,1,1,1,-1,-1,-1,-1,0,1,1
10748,08/01/2018 03:26:29 AM,08/01/2018 03:28:49 AM,8,0,6,-1,-1,-2,-1,-2,-2,-2,-2,-1,1,1
10749,08/01/2018 03:29:25 AM,08/01/2018 03:32:32 AM,9,0,3,2,2,-2,-2,1,1,-2,-2,0,15,1
10750,08/01/2018 03:36:20 AM,08/01/2018 03:38:31 AM,2,0,5,1,1,1,1,-1,-1,-1,-1,0,10,2
10751,08/01/2018 03:36:31 AM,08/01/2018 03:38:50 AM,2,1,4,1,1,1,1,1,1,1,1,1,9,1
10752,08/01/2018 03:37:12 AM,08/01/2018 03:39:59 AM,8,-1,4,1,1,1,1,-1,-1,-1,-1,0,7,2
10753,08/01/2018 03:42:48 PM,08/01/2018 03:45:49 PM,4,1,4,1,2,1,-1,-1,1,-1,-1,1,9,1
10754,08/01/2018 03:43:33 AM,08/01/2018 03:45:20 AM,4,-1,3,-2,-2,-2,-2,-2,-2,-2,-2,-1,1,1
10755,08/01/2018 03:44:35 AM,08/01/2018 03:46:00 AM,8,1,1,2,2,-1,-1,-1,1,-1,-1,1,1,1
10756,08/01/2018 03:44:39 PM,08/01/2018 03:45:07 PM,7,0,3,2,1,1,-1,2,1,1,-1,0,4,1
10757,08/01/2018 03:45:05 PM,08/01/2018 03:46:11 PM,3,-1,5,-1,-1,-1,-1,-2,-2,-2,-2,-2,16,2
10758,08/01/2018 03:45:16 PM,08/01/2018 03:46:41 PM,1,-1,2,1,1,1,1,-1,-1,-1,-1,-1,6,1
10759,08/01/2018 03:46:29 AM,08/01/2018 03:49:05 AM,9,2,6,1,1,-1,-1,1,1,-1,-1,2,8,1
10760,08/01/2018 04:03:12 AM,08/01/2018 04:04:07 AM,4,-2,6,-1,-1,-2,-2,-2,-2,-2,-2,-2,18,3
10761,08/01/2018 04:05:11 AM,08/01/2018 04:06:30 AM,4,-1,5,-2,-2,-2,-2,-2,-2,-2,-2,-1,10,2
10762,08/01/2018 04:05:54 PM,08/01/2018 04:07:29 PM,1,2,6,-1,1,-1,1,1,1,1,1,2,10,2
10763,08/01/2018 04:13:46 PM,08/01/2018 04:15:47 PM,6,0,5,-2,-2,-2,-2,-2,-2,-2,-2,0,1,2
10764,08/01/2018 04:20:04 AM,08/01/2018 04:21:10 AM,2,-2,5,-1,-1,-1,-1,-2,-2,-2,-2,-2,6,1
10765,08/01/2018 04:22:23 AM,08/01/2018 04:25:13 AM,8,0,1,-2,-2,-2,-2,-1,-1,-1,-1,0,1,2
10766,08/01/2018 04:27:29 AM,08/01/2018 04:30:10 AM,5,-2,2,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,2
10767,08/01/2018 04:30:08 PM,08/01/2018 04:32:53 PM,6,-2,2,-2,-2,-2,-2,-1,-1,-1,-1,-2,1,2
10768,08/01/2018 04:34:55 AM,08/01/2018 04:36:33 AM,2,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
10769,08/01/2018 04:36:23 AM,08/01/2018 04:38:04 AM,4,0,3,-1,-1,-1,-1,1,1,1,1,0,4,2
10770,08/01/2018 04:41:15 AM,08/01/2018 04:43:29 AM,1,1,4,1,1,1,1,1,1,1,-1,1,1,1
10771,08/01/2018 04:46:28 AM,08/01/2018 04:48:12 AM,6,-2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,6,2
10772,08/01/2018 04:50:07 AM,08/01/2018 04:51:06 AM,2,0,5,2,2,2,-2,-1,-1,-1,-2,0,11,2
10773,08/01/2018 04:52:24 AM,08/01/2018 04:54:15 AM,3,1,3,-2,-1,-2,-2,-2,-1,-2,-2,1,16,2
10774,08/01/2018 04:56:30 PM,08/01/2018 04:57:52 PM,4,-2,1,-1,-2,-2,-1,-2,-2,-2,-2,-2,1,2
10775,08/01/2018 04:57:39 AM,08/01/2018 04:59:03 AM,4,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,4,2
10776,08/01/2018 05:02:43 AM,08/01/2018 05:04:01 AM,9,0,3,1,1,-2,-2,-2,-2,-2,-2,-1,1,1
10777,08/01/2018 05:03:20 AM,08/01/2018 05:05:23 AM,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1
10778,08/01/2018 05:17:54 PM,08/01/2018 05:19:04 PM,3,-2,1,-1,-1,-2,-1,-2,-2,-2,-2,-2,19,1
10779,08/01/2018 05:20:25 PM,08/01/2018 05:22:06 PM,4,-2,5,-1,-1,-1,-1,-2,-2,-2,-2,-2,16,2
10780,08/01/2018 05:39:47 AM,08/01/2018 05:42:09 AM,5,-2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,15,2
10781,08/01/2018 05:51:41 AM,08/01/2018 05:52:36 AM,10,2,1,2,2,-2,-2,-2,-2,-2,-2,2,1,2
10782,08/01/2018 05:53:37 AM,08/01/2018 05:57:03 AM,2,0,2,1,1,1,1,1,1,1,1,1,1,2
10783,08/01/2018 05:58:48 AM,08/01/2018 05:59:43 AM,1,1,5,2,2,2,2,2,2,2,2,1,12,2
10784,08/01/2018 06:01:26 AM,08/01/2018 06:18:51 AM,10,2,6,2,2,-2,-2,-1,1,-1,-1,2,16,1
10785,08/01/2018 06:01:36 AM,08/01/2018 06:03:05 AM,1,1,4,2,2,2,-2,2,1,2,-2,1,8,2
10786,08/01/2018 06:03:28 AM,08/01/2018 06:04:48 AM,6,-1,6,-1,-1,1,-1,-2,-2,-2,-2,-1,13,1
10787,08/01/2018 06:03:33 AM,08/01/2018 06:05:08 AM,9,-1,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,9,2
10788,08/01/2018 06:12:25 AM,08/01/2018 06:13:51 AM,1,0,1,1,1,1,1,1,1,1,1,0,11,1
10789,08/01/2018 06:12:34 AM,08/01/2018 06:14:20 AM,1,-1,6,1,1,-1,-2,-1,-1,-2,-2,-1,18,1
10790,08/01/2018 06:19:46 AM,08/01/2018 06:21:05 AM,1,-1,6,1,1,1,1,-1,-1,-1,-1,1,6,1
10791,08/01/2018 06:21:30 AM,08/01/2018 06:22:54 AM,3,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
